0	0
0.502513	0.737266
1.00503	1.13645
2.01005	1.45185
3.01508	1.48029
1.50754	1.34983
2.51256	1.48634
3.51759	1.45058
4.0201	1.40786
6.03015	1.20688
5.52764	1.2563
5.02513	1.30741
4.52261	1.35876
6.53266	1.15996
8.0402	1.03669
7.03518	1.1159
7.53769	1.07482
9.54774	0.938482
9.04523	0.968702
10.5528	0.88459
8.54271	1.00137
10.0503	0.910509
12.5628	0.797949
12.0603	0.817369
11.0553	0.860539
11.5578	0.838184
13.5678	0.762795
13.0653	0.779797
15.5779	0.704362
14.0704	0.74684
16.0804	0.691748
16.5829	0.6798
14.5729	0.731837
15.0754	0.717703
17.0854	0.668463
17.5879	0.657688
18.0905	0.647433
18.593	0.637657
20.1005	0.610864
19.0955	0.628324
19.598	0.619403
21.1055	0.594828
23.1156	0.56632
20.603	0.60268
23.6181	0.55983
21.608	0.587285
22.1106	0.580031
25.6281	0.535997
22.6131	0.573048
27.1357	0.520042
26.6332	0.525197
26.1307	0.530512
27.6382	0.515039
28.1407	0.510182
24.1206	0.553566
24.6231	0.547513
25.1256	0.541661
28.6432	0.505462
30.1508	0.492068
29.1457	0.500874
30.6533	0.487838
32.1608	0.475787
32.6633	0.471967
29.6482	0.496411
31.1558	0.483718
33.6683	0.4646
34.1709	0.461045
31.6583	0.479703
33.1658	0.468239
34.6734	0.457572
35.1759	0.454177
36.1809	0.44761
35.6784	0.450857
36.6834	0.444433
37.1859	0.441323
38.191	0.435297
37.6884	0.438279
41.206	0.418611
38.6935	0.432376
40.7035	0.421258
40.201	0.423956
39.6985	0.426707
39.196	0.429513
41.7085	0.416014
42.2111	0.413465
43.7186	0.406092
44.2211	0.403721
43.2161	0.408505
42.7136	0.410963
44.7236	0.401392
45.7286	0.396852
45.2261	0.399103
46.2312	0.39464
46.7337	0.392464
47.2362	0.390325
47.7387	0.38822
48.2412	0.386149
48.7437	0.38411
49.2462	0.382104
49.7487	0.38013
50.2513	0.378185
52.2613	0.370697
50.7538	0.376271
51.2563	0.374385
51.7588	0.372527
52.7638	0.368894
54.2714	0.363639
53.2663	0.367117
53.7688	0.365366
54.7739	0.361937
55.2764	0.360259
55.7789	0.358604
56.7839	0.355361
56.2814	0.356971
57.2864	0.353772
57.7889	0.352205
58.2915	0.350658
58.794	0.349132
59.2965	0.347625
59.799	0.346138
60.3015	0.34467
61.3065	0.341789
60.804	0.34322
63.3166	0.336238
61.809	0.340375
62.3116	0.338979
62.8141	0.3376
63.8191	0.334892
65.3266	0.330949
64.3216	0.333562
64.8241	0.332248
65.8291	0.329666
66.8342	0.327143
66.3317	0.328397
67.8392	0.324678
67.3367	0.325903
68.8442	0.322267
68.3417	0.323466
69.3467	0.321082
70.8543	0.317604
69.8492	0.31991
70.3518	0.31875
71.3568	0.316469
73.3668	0.31205
71.8593	0.315347
72.3618	0.314236
72.8643	0.313137
74.3719	0.309908
73.8693	0.310974
75.3769	0.307811
74.8744	0.308854
76.3819	0.305755
75.8794	0.306778
76.8844	0.304743
77.3869	0.303741
77.8894	0.302748
78.392	0.301765
78.8945	0.300792
79.8995	0.298873
79.397	0.299828
80.402	0.297927
81.9095	0.295143
81.407	0.296063
80.9045	0.296991
82.4121	0.294233
84.4221	0.290672
84.9246	0.289802
82.9146	0.29333
83.4171	0.292436
83.9196	0.29155
85.4271	0.28894
86.4322	0.287238
85.9296	0.288085
86.9347	0.286399
87.4372	0.285567
87.9397	0.284741
88.9447	0.283113
88.4422	0.283924
89.4472	0.282309
89.9497	0.281511
92.9648	0.276866
90.4523	0.280721
90.9548	0.279937
91.4573	0.27916
91.9598	0.278389
92.4623	0.277625
93.9698	0.275368
93.4673	0.276114
94.4724	0.274629
94.9749	0.273895
95.9799	0.272444
95.4774	0.273166
96.4824	0.271728
96.9849	0.271017
97.4874	0.270311
97.9899	0.269611
98.4925	0.268917
99.4975	0.267544
98.995	0.268228
100	0.266865
